SpMax_L,J_Dz(e),nHM,F01[N-N],F04[C-N],NssssC,nCb-,C%,nCp,nO,F03[C-N],SdssC,HyWi_B(m),LOC,SM6_L,F03[C-O],Me,Mi,nN-N,nArNO2,nCRX3,SpPosA_B(p),nCIR,B01[C-Br],B03[C-Cl],N-073,SpMax_A,Psi_i_1d,B04[C-Br],SdO,TI2_L,nCrt,C-026,F02[C-N],nHDon,SpMax_B(m),Psi_i_A,nN,SM6_B(m),nArCOOR,nX,Class*
4.303,2.9558,3,0,0,0,0,27.3,2,0,0,0,4.193,1.459,8.815,0,1.029,1.117,0,0,0,1.434,0,1,1,0,1.932,-0.208,0,0,1.745,0,0,0,0,6.906,2.324,0,12.264,0,3,1
5.096,3.8119,3,0,1,0,4,42.9,0,2,2,0,3.814,1.124,10.278,4,1.107,1.113,0,1,0,1.321,1,0,1,0,2.358,0.005,0,20.695,1.482,0,4,2,0,4.148,3.25,1,9.346,0,3,1
5.294,4.147,5,0,1,0,6,42.9,0,2,2,0,4.083,1.044,10.589,4,1.153,1.105,0,1,0,1.338,1,0,1,0,2.447,0.001,0,21.069,1.398,0,6,2,0,4.314,3.325,1,9.689,0,5,1
4.77,3.3736,1,0,1,0,2,42.9,0,2,2,0,3.445,1.185,9.882,4,1.061,1.121,0,1,0,1.273,1,0,1,0,2.236,0.015,0,20.149,1.74,0,2,2,0,3.925,3.144,1,8.823,0,1,1
4.796,3.4608,1,0,1,0,2,42.9,0,2,2,0,3.445,1.185,9.882,4,1.061,1.121,0,1,0,1.273,1,0,1,0,2.243,0.015,0,20.2,1.686,0,2,2,0,3.939,3.144,1,8.823,0,1,1
4.842,3.4662,0,0,2,0,2,37.5,0,4,4,0,3.513,1.258,10.136,8,1.087,1.141,0,2,0,1.204,1,0,0,0,2.278,0.005,0,40.471,2.113,0,2,4,0,3.895,3.611,2,8.853,0,0,1
5.182,3.6158,0,0,0,1,0,26.1,3,3,0,0,3.01,1.837,9.966,4,1.007,1.154,0,0,0,1.096,0,0,0,0,2.175,0.045,0,0,2.244,0,0,0,3,3.309,3.028,0,7.499,0,0,1
3.879,2.9279,0,0,0,0,0,26.1,2,3,0,0,2.995,2.281,8.743,4,1.007,1.154,0,0,0,1.083,0,0,0,0,1.902,0.045,0,0,3.685,0,0,0,2,3.013,2.722,0,7.236,0,0,1
4.303,3.4853,0,0,0,0,0,26.7,2,1,1,0.773,2.639,1.459,8.815,2,0.998,1.158,0,0,0,1.131,0,0,0,0,1.932,-0.233,0,0,1.745,0,0,2,1,3.342,2.694,1,7.331,0,0,1
4.616,2.9658,0,0,1,0,2,38.1,1,1,2,0,3.191,1.461,9.69,2,0.993,1.133,0,0,0,1.23,1,0,0,0,2.203,0.014,0,0,2.063,0,2,2,2,3.643,2.233,1,8.085,0,0,1
4.596,3.2212,0,0,1,0,2,40,0,1,2,0,3.011,0.875,9.54,2,1.005,1.13,0,0,0,1.239,1,0,0,0,2.175,0.046,0,0,1.069,0,2,2,3,3.645,2.667,1,7.986,0,0,1
4.749,2.2633,0,0,2,0,4,43.8,0,2,4,0,3.74,0.967,10.386,4,0.998,1.119,0,0,0,1.253,2,0,0,1,2.288,0,0,0,3.453,0,4,4,1,3.713,2.127,1,8.724,0,0,1
4.732,3.2862,0,0,1,0,2,40,0,1,2,0,3.011,0.875,9.579,2,1.005,1.13,0,0,0,1.234,1,0,0,0,2.194,0.046,0,0,0.854,0,2,2,3,3.663,2.667,1,7.991,0,0,1
5.012,2.6027,0,0,4,0,6,41.2,0,2,4,0,3.799,1.066,10.634,4,1.001,1.127,0,0,0,1.239,2,0,0,0,2.382,0,0,0,2.695,0,4,4,4,3.832,2.278,2,8.843,0,0,1
4.97,3.3487,0,0,1,0,4,39.1,3,0,4,0,3.181,0.861,10.06,0,0.974,1.13,0,0,0,1.286,1,0,0,0,2.307,0.013,0,0,0.962,0,1,2,2,3.768,2.067,1,8.225,0,0,1
4.807,3.2135,0,0,2,0,3,40,2,0,2,0,3.087,0.881,9.833,0,0.976,1.129,0,0,0,1.287,1,0,0,0,2.246,-0.024,0,0,1.06,0,1,2,2,3.703,2.111,1,8.099,0,0,1
4.807,3.2141,0,0,1,0,3,40,2,0,3,0,3.087,0.881,9.833,0,0.976,1.129,0,0,0,1.286,1,0,0,0,2.246,-0.024,0,0,1.06,0,1,2,2,3.704,2.111,1,8.099,0,0,1
5.06,3.7464,0,0,4,0,3,35,0,3,4,0,3.45,1.258,10.174,6,1.042,1.144,0,1,0,1.197,1,0,0,0,2.338,0.005,0,20.806,1.539,0,3,4,2,3.891,3.042,2,8.641,0,0,1
4.807,3.2802,1,0,2,0,3,41.2,1,0,2,0,3.286,0.881,9.833,0,0.998,1.124,0,0,0,1.31,1,0,1,0,2.246,-0.025,0,0,1.06,0,2,2,2,3.92,2.346,1,8.552,0,1,1
4.807,3.2799,1,0,1,0,3,41.2,1,0,3,0,3.286,0.881,9.833,0,0.998,1.124,0,0,0,1.31,1,0,1,0,2.246,-0.025,0,0,1.06,0,2,2,2,3.901,2.346,1,8.552,0,1,1
4.97,3.4086,1,0,1,0,4,40,2,0,3,0,3.364,0.861,10.06,0,0.992,1.126,0,0,0,1.306,1,0,1,0,2.307,0.013,0,0,0.962,0,2,2,2,3.955,2.278,1,8.634,0,1,1
3,1.6827,1,0,0,0,0,22.2,2,0,0,0,2.323,0.918,6.594,0,0.97,1.13,0,0,0,1.359,0,0,0,0,1.414,0.716,0,0,1.333,0,0,0,0,3.336,2.241,0,7.245,0,0,1
4.982,2.3071,0,0,0,0,0,38.1,0,3,0,-0.584,3.314,0.762,10.226,8,1.019,1.129,0,0,0,1.18,3,0,0,0,2.424,0.004,0,21.952,1.027,2,0,0,0,3.679,2.682,0,8.212,0,0,1
4.724,1.7287,0,0,0,0,0,33.8,1,3,0,-0.641,4.003,3.711,10.425,6,0.979,1.137,0,0,0,1.202,1,0,0,0,2.31,0,0,22.326,9.474,1,0,0,0,3.62,2.047,0,8.585,0,0,1
4.732,2.8807,0,0,0,0,0,28.6,3,3,0,0,3.051,0.881,9.803,3,1.014,1.149,0,0,0,1.129,1,0,0,0,2.236,-0.026,0,0,0.95,0,0,0,0,3.423,2.278,0,7.695,0,0,1
5.046,2.457,2,0,3,0,3,47.6,1,1,6,0.053,3.85,0.648,10.6,2,1.021,1.089,0,0,0,1.38,6,0,0,0,2.457,0,0,11.192,1.61,0,0,6,0,4.262,2.311,2,9.316,0,0,1
5.104,2.3629,2,0,4,1,2,37.9,3,0,2,0,3.795,1.506,10.63,0,0.988,1.115,0,0,0,1.363,3,0,0,0,2.385,0,0,0,3.179,0,0,6,1,4.342,1.961,2,9.293,0,0,1
5.188,2.3952,4,0,2,1,0,37.5,0,2,2,-0.508,4.04,1.274,10.841,6,1.051,1.114,0,0,0,1.302,3,0,0,0,2.497,0,0,23.805,2.276,2,0,3,0,4.37,2.776,1,9.494,0,3,1
5.236,3.6107,3,0,0,0,0,25,0,3,3,-3.485,3.81,0.799,10.434,6,1.188,1.163,0,0,0,1.189,1,0,0,0,2.414,0.005,0,32.257,0.873,0,0,0,0,4.068,3.694,3,9.247,0,3,1
5.054,2.5956,0,0,1,0,1,50,0,2,2,-0.563,3.529,0.7,10.291,6,1.02,1.108,0,0,0,1.278,2,0,0,0,2.392,0.001,0,22.407,2.034,0,1,4,0,3.792,2.692,1,8.614,0,0,1
3.618,2.5776,0,0,0,0,0,26.7,2,1,0,0,2.386,1.522,7.853,0,0.983,1.152,0,0,0,1.109,0,0,0,0,1.732,0.358,0,0,2.094,0,0,0,0,2.908,2.1,0,6.541,0,0,1
5.04,3.0864,0,0,0,0,2,40,4,0,0,0,3.326,1.258,10.159,0,0.965,1.125,0,0,0,1.284,1,0,0,0,2.323,0.004,0,0,1.711,0,0,0,0,3.694,1.833,0,8.212,0,0,1
4.796,2.9551,0,0,0,0,2,41.7,3,0,0,0,3.164,1.185,9.882,0,0.966,1.121,0,0,0,1.297,1,0,0,0,2.243,0.012,0,0,1.686,0,0,0,0,3.651,1.867,0,8.083,0,0,1
4.842,2.8556,0,0,0,0,2,40,4,0,0,0,3.326,1.258,10.136,0,0.965,1.125,0,0,0,1.287,1,0,0,0,2.278,0.004,0,0,2.113,0,0,0,0,3.667,1.833,0,8.209,0,0,1
5.335,2.9137,0,0,0,0,5,42.2,6,0,0,0,3.806,1.169,10.83,0,0.966,1.12,0,0,0,1.312,3,0,0,0,2.499,0,0,0,1.32,0,0,0,0,3.961,1.807,0,8.848,0,0,1
5.234,2.7893,0,0,0,0,4,44.4,4,0,0,0,3.655,1.125,10.598,0,0.968,1.115,0,0,0,1.322,3,0,0,0,2.448,0,0,0,1.432,0,0,0,0,3.923,1.833,0,8.714,0,0,1
5.074,1.9471,0,0,0,0,5,48,3,0,0,0,4.062,0.566,10.878,0,0.97,1.108,0,0,0,1.324,3,0,0,0,2.39,0,0,0,3.274,0,0,0,0,3.76,1.854,0,9.067,0,0,1
4.828,2.964,0,0,0,0,2,41.7,2,0,0,0,3.157,1.261,9.749,0,0.966,1.121,0,0,0,1.282,1,0,0,0,2.247,0.012,0,0,1.436,0,0,0,0,3.642,1.833,0,8.019,0,0,1
5.475,3.5736,6,0,0,1,0,45.5,0,0,0,0.279,3.996,0.791,10.654,0,1.145,1.083,0,0,0,1.392,1,0,1,0,2.495,-0.008,0,0,0.886,0,0,0,0,4.378,2.962,0,9.643,0,6,1
3.802,2.9832,2,0,0,0,0,33.3,0,0,2,0,3.24,1.95,8.394,0,1.04,1.093,0,0,0,1.435,0,0,0,0,1.848,0.15,0,0,2.885,0,0,0,0,3.937,3.167,2,8.721,0,0,1
5.122,3.353,0,0,0,0,3,35.5,6,6,0,-1.682,4.483,2.747,11.156,21,0.987,1.134,0,0,0,1.202,1,0,0,0,2.404,0,0,39.201,4.596,0,0,0,0,3.853,2.205,0,9.257,3,0,1
5.319,1.997,0,0,0,0,5,48.7,1,2,0,-0.071,3.961,1.447,10.855,8,0.99,1.107,0,0,0,1.292,6,0,0,0,2.511,0,0,25.056,2.884,0,0,0,0,3.954,2.27,0,9.025,0,0,1
4.38,3.0711,0,0,0,0,0,32.3,2,3,0,-0.168,4.236,3.991,10.364,3,0.973,1.141,0,0,0,1.187,0,0,0,0,2.046,0,0,11.299,13.225,0,0,0,1,3.366,1.884,0,8.605,0,0,1
5.535,2.5775,4,0,0,1,8,40.4,4,4,0,0,5.086,1.53,11.221,4,1.018,1.11,0,0,0,1.335,2,1,0,0,2.483,0,1,0,3.892,0,6,0,2,6.896,2.318,0,12.974,0,4,1
4.733,1.627,1,0,0,0,0,32.1,1,3,0,0,4.184,2.513,10.593,11,0.975,1.138,0,0,0,1.207,2,0,0,0,2.259,0,0,0,7.746,0,0,0,0,3.958,1.698,0,8.952,0,0,1
5.372,5.7738,4,0,0,0,0,30.4,6,4,0,-0.492,5.447,2.732,11.289,10,0.979,1.129,0,0,0,1.375,0,1,0,0,2.385,0,0,26.877,6.167,0,0,0,0,10.325,2.009,0,14.784,0,2,1
4.815,1.6364,1,0,0,0,6,38.1,3,3,0,0,4.735,2.335,11.225,12,0.974,1.126,0,0,0,1.261,3,0,0,0,2.323,0,0,0,5.947,0,3,0,0,4.028,1.787,0,9.633,0,0,1
5.262,4.9031,1,0,0,0,0,31,0,4,0,0,3.624,2.217,10.2,12,1.012,1.134,0,0,0,1.222,0,0,0,0,2.25,-0.002,0,11.68,2.369,0,0,0,0,4.416,2.7,0,9.147,0,0,1
5.262,4.5796,1,0,0,0,0,27.3,3,4,0,0,3.72,2.498,10.298,12,0.992,1.145,0,0,0,1.176,0,0,0,0,2.255,0,0,12.171,2.904,0,0,0,0,4.415,2.224,0,9.106,0,0,1
5.331,2.1652,1,0,0,0,4,46.3,1,4,0,0,4.167,0.49,10.943,15,1.006,1.105,0,0,0,1.299,3,0,0,0,2.375,0,0,13.14,2.938,0,3,0,0,4.441,2.291,0,9.605,0,0,1
5.303,5.3469,6,0,0,0,0,25.4,8,9,0,0,4.573,2.85,11.179,18,1.031,1.143,0,0,0,1.196,0,0,1,0,2.307,0,0,25.357,7.651,0,0,0,0,4.43,2.642,0,10.138,0,4,1
5.529,4.9511,0,0,0,2,0,25,2,1,0,0,3.329,1.157,10.626,0,1.245,1.326,0,0,2,0.862,0,0,0,0,2.334,-0.034,0,0,1.917,0,0,0,1,3.675,5.783,0,8.225,0,6,1
5.946,6.2518,0,0,0,3,0,31.3,1,1,0,-7.119,3.813,1.549,11.152,1,1.305,1.355,0,0,1,0.896,0,0,0,0,2.482,-0.001,0,0,2.984,0,0,0,0,3.828,5.661,0,8.806,0,10,1
4.675,4.241,0,0,0,0,0,26.5,3,3,3,0,3.363,1.776,10.007,0,0.998,1.155,0,0,0,1.133,0,0,0,0,2.175,0.004,0,0,2.211,0,0,3,3,3.297,2.654,1,7.895,0,0,1
4.5,3.8779,0,0,3,0,0,31.6,3,0,3,0,3.929,3.122,10.115,0,0.963,1.143,0,0,0,1.202,0,0,0,0,2.12,0,0,0,4.698,0,0,3,0,3.177,1.58,1,8.198,0,0,1
4.236,2.9523,0,0,1,0,0,31.3,1,0,1,0,3.757,3.309,9.914,0,0.963,1.144,0,0,0,1.207,0,0,0,0,1.994,0,0,0,8.475,0,0,1,0,3.088,1.595,1,8.041,0,0,1
4.691,4.9922,0,0,4,0,0,27.8,0,8,0,-4.91,3.897,2.122,10.467,0,1.056,1.155,0,0,0,1.112,0,0,0,0,2.211,0,0,42.22,3.997,0,0,6,4,3.478,3.583,2,8.786,0,0,1
4.303,3.3428,0,0,0,0,0,26.1,2,3,0,0,3.01,1.837,9.389,2,1.007,1.154,0,0,0,1.104,0,0,0,0,2,0.046,0,0,3.193,0,0,0,2,3.166,2.796,0,7.47,0,0,1
2,1.1249,1,0,0,0,0,20,1,0,0,0,2.196,0,4.174,0,1.018,1.155,0,0,0,1.119,0,0,0,0,1,-0.981,0,0,1,0,0,0,0,3.446,3.056,0,7.424,0,1,1
2,1.0821,1,0,0,0,0,20,1,0,0,0,3.354,0,4.174,0,0.999,1.134,0,0,0,1.367,0,1,0,0,1,-0.875,0,0,1,0,0,0,0,6.859,2.375,0,11.554,0,1,1
3.414,2.9493,2,0,0,0,0,33.3,0,0,0,0,2.928,1,7.408,0,1.069,1.12,0,0,0,1.36,0,0,0,0,1.618,-0.627,0,0,1.707,0,0,0,0,3.817,3.056,0,8.377,0,2,1
4.414,3.0531,1,0,0,0,1,46.2,0,0,0,0,3.056,0.802,9.183,0,0.979,1.09,0,0,0,1.402,1,0,0,0,2.101,-0.076,0,0,0.975,0,1,0,0,3.752,2.127,0,8.2,0,0,1
5.003,2.9286,1,0,0,0,3,52.6,0,0,0,0,3.468,0.629,10.084,0,0.98,1.083,0,0,0,1.403,3,0,0,0,2.351,0.004,0,0,1.075,0,1,0,0,3.961,2.02,0,8.707,0,0,1
5.468,2.9745,0,0,7,2,0,35.3,3,2,5,0,3.647,1.774,10.81,2,0.998,1.139,0,0,0,1.233,1,0,0,0,2.429,0,0,20.513,2.33,0,0,3,0,3.568,2.552,2,8.576,0,0,1
4.753,1.7292,0,0,2,0,0,36.6,0,2,4,0,3.805,1.249,10.442,2,0.993,1.136,0,0,0,1.214,2,0,0,0,2.292,0,0,20.455,3.906,2,0,4,0,3.463,2.307,2,8.603,0,0,1
4.753,2.1754,0,0,2,0,4,51.7,0,2,4,0,3.898,1.249,10.442,2,1.014,1.106,0,0,0,1.299,2,0,0,0,2.292,0,0,20.215,3.906,0,2,4,0,3.737,2.588,2,9.001,0,0,1
5.337,5.3346,0,1,8,2,0,33.3,6,0,12,0,3.736,2.059,10.865,0,0.982,1.146,0,0,0,1.26,0,0,0,0,2.324,0,0,0,3.763,0,0,10,0,3.658,2.398,4,8.654,0,0,1
4.971,3.0393,0,0,2,0,2,38.7,3,1,2,0.124,3.509,1.733,10.236,4,0.984,1.13,0,0,0,1.251,1,0,0,0,2.305,0.001,0,11.885,2.585,0,0,3,0,3.725,2.214,1,8.44,0,0,1
5.512,2.3918,0,0,4,1,4,48.6,2,2,2,0,3.981,1.311,10.893,4,1.005,1.112,0,0,0,1.295,2,0,0,0,2.426,0,0,0,3.534,0,2,0,0,3.795,2.472,2,9.073,0,0,1
4.607,2.9875,2,0,0,0,2,46.7,1,0,0,0,3.439,1.187,9.631,0,1.012,1.103,0,0,0,1.34,1,0,1,0,2.194,-0.025,0,0,1.544,0,1,0,0,3.884,2.34,0,8.779,0,2,1
4.732,3.3676,3,0,0,0,3,50,0,0,0,0,3.588,0.881,9.803,0,1.052,1.09,0,0,0,1.397,1,0,1,0,2.236,-0.026,0,0,0.95,0,3,0,0,4.063,2.593,0,9.094,0,3,1
4.414,3.1174,1,0,0,0,1,50,0,0,0,0,3.099,0.802,9.183,0,0.998,1.099,0,0,0,1.351,1,0,1,0,2.101,-0.077,0,0,0.975,0,1,0,0,3.849,2.254,0,8.358,0,1,1
4.807,3.3748,3,0,0,0,3,50,0,0,0,0,3.588,0.881,9.833,0,1.052,1.09,0,0,0,1.389,1,0,1,0,2.246,-0.025,0,0,1.06,0,3,0,0,4.093,2.593,0,9.095,0,3,1
5.318,3.3016,1,0,0,1,2,46.7,1,0,0,0,3.52,1.16,10.388,0,1.093,1.175,0,0,1,1.167,1,0,1,0,2.318,-0.009,0,0,1.782,0,1,0,0,3.906,3.699,0,8.734,0,4,1
4.954,3.4508,2,0,0,0,3,50,0,1,0,0,3.545,1.185,9.93,2,1.045,1.096,0,0,0,1.345,1,0,1,0,2.288,0.014,0,10.279,1.239,0,2,0,0,4.034,2.822,0,8.933,0,2,1
4.807,3.5133,3,0,0,0,0,45.5,0,0,1,0,3.595,0.881,9.833,0,1.076,1.106,0,0,0,1.367,1,0,1,0,2.246,-0.026,0,0,1.06,0,2,2,0,4.104,2.704,1,9.109,0,3,1
4.923,3.2389,1,0,0,0,2,47.1,1,1,0,0.005,3.394,1.185,9.911,2,1.011,1.107,0,0,0,1.314,1,0,1,0,2.267,0.014,0,10.782,1.563,0,1,0,0,3.93,2.611,0,8.654,0,1,1
4.828,3.3854,2,0,1,0,3,50,0,1,2,0,3.627,1.455,9.947,1,1.06,1.102,0,0,0,1.331,1,0,1,0,2.268,-0.008,0,9.803,1.996,0,3,2,0,4.054,2.884,1,9.025,0,2,1
4.679,3.1889,0,0,4,0,2,57.1,0,0,4,0,3.292,1.261,9.715,0,1.006,1.101,0,0,0,1.35,1,0,0,0,2.222,0.015,0,0,1.695,0,0,2,0,3.734,2.833,2,8.435,0,0,1
5,2.2867,0,0,2,0,4,42.5,0,1,4,0.056,3.893,1.048,10.745,4,0.987,1.124,0,0,0,1.276,2,0,0,0,2.358,0,0,12.381,3.585,0,2,4,0,3.804,2.167,2,8.931,0,0,1
4.792,1.8015,0,0,4,0,4,38.9,2,0,4,0,4.176,2.296,10.681,0,0.967,1.128,0,0,0,1.265,2,0,0,1,2.305,0,0,0,6.858,0,2,4,1,3.709,1.73,1,8.928,0,0,1
3,1.7897,1,0,0,0,0,25,2,0,0,0,2.411,0.918,6.594,0,0.997,1.149,0,0,0,1.246,0,0,0,0,1.414,0.757,0,0,1.333,0,0,0,0,3.539,2.537,0,7.596,0,1,1
4.17,3.2048,0,0,0,0,0,38.5,1,0,0,1.019,2.482,0.971,8.597,0,0.964,1.128,0,0,0,1.306,0,0,0,0,1.848,0.359,0,0,1.542,0,0,0,0,3.298,2.333,0,7.256,0,0,1
4.17,2.8892,3,0,0,0,0,25,2,0,0,0,3.217,0.971,8.597,0,1.078,1.135,0,0,0,1.321,0,0,0,0,1.848,0.385,0,0,1.542,0,0,0,0,3.964,3.033,0,8.712,0,3,1
4.334,3.5692,0,0,0,0,0,28.6,0,2,1,-0.359,2.853,1.557,8.944,3,1.029,1.154,0,0,0,1.14,0,0,0,0,1.97,0.155,0,10.023,2.195,0,0,1,2,3.401,3.381,1,7.59,0,0,1
4.732,2.8823,0,0,2,0,1,40,1,0,2,0,3.08,1.187,9.642,0,0.976,1.129,0,0,0,1.261,1,0,0,0,2.194,-0.024,0,0,1.659,0,0,2,2,3.588,2.111,1,7.954,0,0,1
5.248,4.5364,0,1,0,2,0,30.8,4,0,10,0,3.364,1.792,10.573,0,0.993,1.157,1,0,0,1.239,0,0,0,0,2.247,-0.008,0,0,3.06,0,0,10,2,3.557,2.708,4,8.339,0,0,1
4.802,1.9701,2,0,5,0,2,39.3,0,1,2,0,3.862,0,10.433,0,1.004,1.112,0,0,0,1.332,4,0,0,0,2.392,0,0,0,3.053,0,0,5,0,4.346,1.948,2,9.31,0,0,1
4.858,2.2974,0,0,0,0,4,48.1,0,2,0,0,3.633,0.648,10.32,5,0.998,1.108,0,0,0,1.282,2,0,0,0,2.299,0,0,0,2.949,0,2,0,2,3.72,2.411,0,8.656,0,0,1
5.055,2.392,0,0,0,0,3,48.3,1,1,0,0,3.618,0.648,10.357,3,0.983,1.107,0,0,0,1.299,2,0,0,0,2.345,0,0,0,2.644,0,1,0,1,3.735,2.156,0,8.621,0,0,1
5.073,2.8512,0,0,0,0,4,50,0,3,0,-1.117,3.608,1.02,10.428,7,1.023,1.104,0,0,0,1.268,3,0,0,0,2.399,-0.001,0,10.705,1.642,0,1,0,2,3.921,2.81,0,8.767,0,0,1
5.119,3.5822,0,0,0,0,5,39.1,3,2,0,0,3.299,0.832,10.265,7,0.998,1.127,0,0,0,1.224,1,0,0,0,2.365,-0.008,0,0,0.952,0,2,0,2,3.842,2.576,0,8.374,0,0,1
5.252,1.8578,0,0,0,0,7,49.2,3,1,0,0,4.332,0.541,11.217,3,0.977,1.106,0,0,0,1.312,4,0,0,0,2.474,0,0,0,2.892,0,1,0,1,3.864,1.989,0,9.367,0,0,1
5.121,3.1368,0,0,0,0,3,37.8,4,1,0,0,3.542,1.564,10.411,4,0.974,1.129,0,0,0,1.247,1,0,0,0,2.373,-0.001,0,0,2.301,0,1,0,1,3.765,2.044,0,8.405,0,0,1
4.971,2.3039,0,0,0,0,3,48.3,1,1,0,0,3.618,0.648,10.338,2,0.983,1.107,0,0,0,1.296,2,0,0,0,2.322,0,0,0,2.758,0,1,0,1,3.712,2.156,0,8.619,0,0,1
4.863,2.4509,0,0,0,0,3,52.2,0,1,0,0,3.499,0.569,10.135,2,0.989,1.099,0,0,0,1.303,2,0,0,0,2.3,0.001,0,0,2.241,0,1,0,1,3.743,2.231,0,8.536,0,0,1
4.751,2.4488,0,0,0,0,3,52,0,2,0,0,3.648,0.781,10.2,6,1.003,1.1,0,0,0,1.294,2,0,0,0,2.275,0,0,10.556,3.052,0,2,0,0,3.715,2.367,0,8.671,0,0,1
5.145,2.6892,6,0,0,0,8,52.2,0,1,0,0,5.261,0.749,10.805,4,1.049,1.058,0,0,0,1.511,2,1,0,0,2.404,0,1,0,3.189,0,8,0,0,6.969,2.175,0,13.369,0,6,1
4.807,3.317,1,0,0,0,3,43.8,1,1,0,0,3.297,0.881,9.833,3,1.012,1.113,0,0,0,1.298,1,0,1,0,2.246,-0.025,0,0,1.06,0,2,0,1,3.904,2.568,0,8.562,0,1,1
5.366,3.1941,0,0,0,1,2,40,3,1,0,0,3.272,1.16,10.405,3,0.981,1.125,0,0,0,1.265,1,0,0,0,2.342,-0.007,0,0,1.661,0,1,0,1,3.725,2.235,0,8.247,0,0,1
4.807,3.3166,1,0,0,0,3,43.8,1,1,0,0,3.297,0.881,9.833,2,1.012,1.113,0,0,0,1.294,1,0,1,0,2.246,-0.025,0,0,1.06,0,2,0,1,3.926,2.568,0,8.562,0,1,1
5.494,3.5966,0,0,0,2,4,36.7,8,1,0,0,3.766,1.378,11.12,4,0.971,1.131,0,0,0,1.257,1,0,0,0,2.475,0,0,0,1.774,0,1,0,1,3.861,2,0,8.725,0,0,1
5.319,2.286,0,0,0,0,5,53.3,1,2,0,-0.099,3.839,0.894,10.8,8,0.999,1.097,0,0,0,1.304,6,0,0,0,2.51,0,0,24.67,1.618,0,0,0,0,3.954,2.398,0,8.972,0,0,1
5.488,3.5413,0,0,0,2,4,37.5,7,1,0,0,3.611,1.125,11.011,4,0.973,1.13,0,0,0,1.266,1,0,0,0,2.458,0,0,0,1.942,0,1,0,1,3.853,2.073,0,8.63,0,0,1
5.346,1.9333,1,0,0,0,5,50,0,4,0,0,4.352,0.335,11.134,16,1.002,1.098,0,0,0,1.31,4,0,0,0,2.414,0,0,13.638,3.726,0,3,0,0,4.442,2.229,0,9.744,0,0,1
5.313,3.0388,0,0,0,1,2,40,3,1,0,0,3.272,1.16,10.388,2,0.981,1.125,0,0,0,1.265,1,0,0,0,2.311,-0.007,0,0,1.833,0,1,0,1,3.695,2.235,0,8.244,0,0,1
5.772,1.8949,0,0,2,1,8,44.4,4,3,4,-0.301,4.4,1.179,11.542,14,0.993,1.118,0,0,0,1.266,9,0,0,0,2.662,0,0,13.015,2.215,1,4,8,0,4.016,2.068,2,9.456,1,0,1
4.95,2.5658,0,1,3,0,1,43.5,1,1,5,0.914,3.498,0.7,10.271,2,1.003,1.125,0,0,0,1.277,2,0,0,0,2.377,0.001,0,11.396,2.113,0,1,8,0,3.755,2.346,2,8.548,0,0,1
5.093,2.5206,1,1,7,0,1,38.9,2,2,7,0.543,4.301,1.385,10.843,4,1.01,1.129,1,0,0,1.274,2,1,0,0,2.494,0,1,24.24,2.989,0,1,12,1,6.874,2.446,3,11.632,0,1,1
4.958,3.5562,0,0,1,0,3,38.9,1,3,2,0,3.375,1.16,10.099,6,1.041,1.132,0,1,0,1.226,1,0,0,0,2.303,-0.008,0,20.357,1.602,0,2,2,1,3.88,3.182,1,8.601,0,0,1
4.414,3.5088,1,1,0,0,0,18.2,0,0,1,0,3.095,0.917,9.459,0,1.044,1.174,0,0,0,1.28,1,0,0,1,2.199,-0.087,0,0,1.101,0,0,2,3,3.883,2.722,4,8.369,0,0,1
4.709,2.2935,0,0,3,0,3,46.2,0,0,6,0,3.557,0.544,10.149,0,0.985,1.118,0,0,0,1.294,2,0,0,1,2.259,-0.001,0,0,2.952,0,3,6,3,3.684,2.107,2,8.564,0,0,1
4.941,1.4032,0,0,6,0,8,54.2,0,0,8,0,4.275,0,11.075,0,0.982,1.099,0,0,0,1.344,7,0,0,2,2.376,0,0,0,5.295,0,4,8,2,3.884,1.94,2,9.422,0,0,1
4.893,1.9562,0,0,12,0,3,50,0,3,9,0,4.239,0,10.88,12,1.014,1.11,0,0,0,1.276,4,0,0,0,2.358,0,0,0,2.984,0,3,0,0,3.845,2.204,3,9.311,0,0,1
5.005,2.3831,4,0,0,0,6,50,0,4,0,-1.889,4.31,0.714,10.849,10,1.072,1.096,0,0,0,1.305,2,0,1,0,2.345,0,0,23.541,4.811,0,4,0,0,4.04,2.854,0,9.71,0,4,1
4.722,2.2967,0,0,3,0,3,48,0,1,6,0,3.647,0.781,10.2,2,1.003,1.115,0,0,0,1.288,2,0,0,1,2.269,0,0,10.206,3.115,0,3,6,1,3.705,2.367,2,8.677,0,0,1
4.607,3.0674,1,0,0,0,2,50,0,0,0,0,3.299,1.187,9.631,0,0.991,1.1,0,0,0,1.349,1,0,1,0,2.194,-0.025,0,0,1.544,0,1,0,0,3.873,2.272,0,8.534,0,1,1
4.642,3.1319,1,0,0,0,2,50,0,0,0,0,3.299,1.187,9.631,0,0.991,1.1,0,0,0,1.348,1,0,1,0,2.2,-0.025,0,0,1.487,0,1,0,0,3.88,2.272,0,8.534,0,1,1
4.679,3.0867,0,0,0,0,2,50,0,0,0,0,3.219,1.261,9.715,0,0.971,1.104,0,0,0,1.331,1,0,0,0,2.222,0.013,0,0,1.695,0,0,0,0,3.667,2.133,0,8.186,0,0,1
